Id,WnvPresent
0,0.4788262790678067
1,0.47574148137471767
2,0.4788262790678067
3,0.3875288363986722
4,0.3875288363986722
5,0.3875288363986722
6,0.3875288363986722
7,0.3875288363986722
8,0.4786570671805336
9,0.4755723648712901
10,0.4786570671805336
11,0.38736790782257857
12,0.38736790782257857
13,0.38736790782257857
14,0.38736790782257857
15,0.38736790782257857
16,0.48259633814745423
17,0.47950959877912513
18,0.48259633814745423
19,0.39111951685873536
20,0.39111951685873536
21,0.39111951685873536
22,0.39111951685873536
23,0.39111951685873536
24,0.47807445276135396
25,0.47499008428025563
26,0.47807445276135396
27,0.3868139660826871
28,0.3868139660826871
29,0.3868139660826871
30,0.3868139660826871
31,0.3868139660826871
32,0.47807445276135396
33,0.47499008428025563
34,0.47807445276135396
35,0.3868139660826871
36,0.3868139660826871
37,0.3868139660826871
38,0.3868139660826871
39,0.3868139660826871
40,0.47807445276135396
41,0.47499008428025563
42,0.47807445276135396
43,0.3868139660826871
44,0.3868139660826871
45,0.3868139660826871
46,0.3868139660826871
47,0.3868139660826871
48,0.47807445276135396
49,0.47499008428025563
50,0.47807445276135396
51,0.3868139660826871
52,0.3868139660826871
53,0.3868139660826871
54,0.3868139660826871
55,0.3868139660826871
56,0.47849242847179935
57,0.4754078196475778
58,0.47849242847179935
59,0.3872113476793329
60,0.3872113476793329
61,0.3872113476793329
62,0.3872113476793329
63,0.3872113476793329
64,0.47807445276135396
65,0.47499008428025563
66,0.47807445276135396
67,0.3868139660826871
68,0.3868139660826871
69,0.3868139660826871
70,0.3868139660826871
71,0.3868139660826871
72,0.48138443754355864
73,0.4782982840299437
74,0.48138443754355864
75,0.38996419697693924
76,0.38996419697693924
77,0.38996419697693924
78,0.38996419697693924
79,0.38996419697693924
80,0.4784497321288398
81,0.47536514765778776
82,0.4784497321288398
83,0.38717074945883884
84,0.38717074945883884
85,0.38717074945883884
86,0.38717074945883884
87,0.38717074945883884
88,0.4786931948895257
89,0.4756084721558837
90,0.4786931948895257
91,0.3874022653242902
92,0.3874022653242902
93,0.3874022653242902
94,0.3874022653242902
95,0.3874022653242902
96,0.4784480438523008
97,0.4753634603451349
98,0.4784480438523008
99,0.38716914417122816
100,0.38716914417122816
101,0.38716914417122816
102,0.38716914417122816
103,0.38716914417122816
104,0.47807445276135396
105,0.47499008428025563
106,0.47807445276135396
107,0.3868139660826871
108,0.3868139660826871
109,0.3868139660826871
110,0.3868139660826871
111,0.3868139660826871
112,0.4824608654502573
113,0.4793741897700608
114,0.4824608654502573
115,0.39099031812869733
116,0.39099031812869733
117,0.39099031812869733
118,0.39099031812869733
119,0.39099031812869733
120,0.476496527803562
121,0.47341310556320615
122,0.476496527803562
123,0.3853148816741601
124,0.3853148816741601
125,0.3853148816741601
126,0.3853148816741601
127,0.3853148816741601
128,0.4804141582800688
129,0.47732849997789367
130,0.4804141582800688
131,0.38903995659525736
132,0.38903995659525736
133,0.38903995659525736
134,0.38903995659525736
135,0.38903995659525736
136,0.4780300713741611
137,0.47494572866662055
138,0.4780300713741611
139,0.38677177854949074
140,0.38677177854949074
141,0.38677177854949074
142,0.38677177854949074
143,0.38677177854949074
144,0.48259633814745423
145,0.47950959877912513
146,0.48259633814745423
147,0.39111951685873536
148,0.39111951685873536
149,0.39111951685873536
150,0.39111951685873536
151,0.39111951685873536
152,0.4834001016581674
153,0.48031299375429215
154,0.4834001016581674
155,0.3918863205737192
156,0.3918863205737192
157,0.3918863205737192
158,0.3918863205737192
159,0.3918863205737192
160,0.48035800134649786
161,0.47727237241789366
162,0.48035800134649786
163,0.388986484356442
164,0.388986484356442
165,0.388986484356442
166,0.388986484356442
167,0.388986484356442
168,0.47953674073833663
169,0.47645155028300795
170,0.47953674073833663
171,0.388204736844044
172,0.388204736844044
173,0.388204736844044
174,0.388204736844044
175,0.388204736844044
176,0.4806552537181317
177,0.47756947019348756
178,0.4806552537181317
179,0.3892695509647678
180,0.3892695509647678
181,0.3892695509647678
182,0.3892695509647678
183,0.3892695509647678
184,0.4787334480825398
185,0.47564870263018716
186,0.4787334480825398
187,0.3874405472367384
188,0.3874405472367384
189,0.3874405472367384
190,0.3874405472367384
191,0.3874405472367384
192,0.4807895824025247
193,0.4777037297320329
194,0.4807895824025247
195,0.3893974892983908
196,0.3893974892983908
197,0.3893974892983908
198,0.3893974892983908
199,0.3893974892983908
200,0.47802816519815305
201,0.4749438235986742
202,0.47802816519815305
203,0.3867699666299607
204,0.3867699666299607
205,0.3867699666299607
206,0.3867699666299607
207,0.3867699666299607
208,0.4786931948895257
209,0.4756084721558837
210,0.4786931948895257
211,0.3874022653242902
212,0.3874022653242902
213,0.3874022653242902
214,0.3874022653242902
215,0.3874022653242902
216,0.47807445276135396
217,0.47499008428025563
218,0.47807445276135396
219,0.3868139660826871
220,0.3868139660826871
221,0.3868139660826871
222,0.3868139660826871
223,0.3868139660826871
224,0.47807445276135396
225,0.47499008428025563
226,0.47807445276135396
227,0.3868139660826871
228,0.3868139660826871
229,0.3868139660826871
230,0.3868139660826871
231,0.3868139660826871
232,0.47853845154502256
233,0.47545381652057306
234,0.47853845154502256
235,0.3872551105729261
236,0.3872551105729261
237,0.3872551105729261
238,0.3872551105729261
239,0.3872551105729261
240,0.4814587926359053
241,0.4783726021326105
242,0.4814587926359053
243,0.3900350510811833
244,0.3900350510811833
245,0.3900350510811833
246,0.3900350510811833
247,0.3900350510811833
248,0.4814587926359053
249,0.4783726021326105
250,0.4814587926359053
251,0.3900350510811833
252,0.3900350510811833
253,0.3900350510811833
254,0.3900350510811833
255,0.3900350510811833
256,0.47807445276135396
257,0.47499008428025563
258,0.47807445276135396
259,0.3868139660826871
260,0.3868139660826871
261,0.3868139660826871
262,0.3868139660826871
263,0.3868139660826871
264,0.47907239501575855
265,0.4759874598512668
266,0.47907239501575855
267,0.38776293997363603
268,0.38776293997363603
269,0.38776293997363603
270,0.38776293997363603
271,0.38776293997363603
272,0.47907239501575855
273,0.4759874598512668
274,0.47907239501575855
275,0.38776293997363603
276,0.38776293997363603
277,0.38776293997363603
278,0.38776293997363603
279,0.38776293997363603
280,0.4763180742635265
281,0.47323476290913963
282,0.4763180742635265
283,0.38514545335052364
284,0.38514545335052364
285,0.38514545335052364
286,0.38514545335052364
287,0.38514545335052364
288,0.47952358475810036
289,0.47643840146241173
290,0.47952358475810036
291,0.3881922176578744
292,0.3881922176578744
293,0.3881922176578744
294,0.3881922176578744
295,0.3881922176578744
296,0.4814292353055483
297,0.47834305948987865
298,0.4814292353055483
299,0.39000688498716246
300,0.39000688498716246
301,0.39000688498716246
302,0.39000688498716246
303,0.39000688498716246
304,0.48027109450435007
305,0.4771855111870463
306,0.48027109450435007
307,0.3889037366035324
308,0.3889037366035324
309,0.3889037366035324
310,0.3889037366035324
311,0.3889037366035324
312,0.4804141582800688
313,0.47732849997789367
314,0.4804141582800688
315,0.38903995659525736
316,0.38903995659525736
317,0.38903995659525736
318,0.38903995659525736
319,0.38903995659525736
320,0.4813919508336942
321,0.4783057935762123
322,0.4813919508336942
323,0.38997135633073104
324,0.38997135633073104
325,0.38997135633073104
326,0.38997135633073104
327,0.38997135633073104
328,0.4786931948895257
329,0.4756084721558837
330,0.4786931948895257
331,0.3874022653242902
332,0.3874022653242902
333,0.3874022653242902
334,0.3874022653242902
335,0.3874022653242902
336,0.4809402515436758
337,0.4778543218466093
338,0.4809402515436758
339,0.3895410057062585
340,0.3895410057062585
341,0.3895410057062585
342,0.3895410057062585
343,0.3895410057062585
344,0.47953674073833663
345,0.47645155028300795
346,0.47953674073833663
347,0.388204736844044
348,0.388204736844044
349,0.388204736844044
350,0.388204736844044
351,0.388204736844044
352,0.4814587926359053
353,0.4783726021326105
354,0.4814587926359053
355,0.3900350510811833
356,0.3900350510811833
357,0.3900350510811833
358,0.3900350510811833
359,0.3900350510811833
360,0.4766650348162129
361,0.47358150859262016
362,0.4766650348162129
363,0.3854748868035388
364,0.3854748868035388
365,0.3854748868035388
366,0.3854748868035388
367,0.3854748868035388
368,0.4816703679169331
369,0.4785840729080306
370,0.4816703679169331
371,0.3902366855130739
372,0.3902366855130739
373,0.3902366855130739
374,0.3902366855130739
375,0.3902366855130739
376,0.4784175952858119
377,0.47533302917470527
378,0.4784175952858119
379,0.387140192674935
380,0.387140192674935
381,0.387140192674935
382,0.387140192674935
383,0.387140192674935
384,0.4786570671805336
385,0.4755723648712901
386,0.4786570671805336
387,0.38736790782257857
388,0.38736790782257857
389,0.38736790782257857
390,0.38736790782257857
391,0.38736790782257857
392,0.4788677349071252
393,0.4757829139534949
394,0.4788677349071252
395,0.38756826591800103
396,0.38756826591800103
397,0.38756826591800103
398,0.38756826591800103
399,0.38756826591800103
400,0.4814292353055483
401,0.47834305948987865
402,0.4814292353055483
403,0.39000688498716246
404,0.39000688498716246
405,0.39000688498716246
406,0.39000688498716246
407,0.39000688498716246
408,0.48027109450435007
409,0.4771855111870463
410,0.48027109450435007
411,0.3889037366035324
412,0.3889037366035324
413,0.3889037366035324
414,0.3889037366035324
415,0.3889037366035324
416,0.4788677349071252
417,0.4757829139534949
418,0.4788677349071252
419,0.38756826591800103
420,0.38756826591800103
421,0.38756826591800103
422,0.38756826591800103
423,0.38756826591800103
424,0.47849242847179935
425,0.4754078196475778
426,0.47849242847179935
427,0.3872113476793329
428,0.3872113476793329
429,0.3872113476793329
430,0.3872113476793329
431,0.3872113476793329
432,0.4784497321288398
433,0.47536514765778776
434,0.4784497321288398
435,0.38717074945883884
436,0.38717074945883884
437,0.38717074945883884
438,0.38717074945883884
439,0.38717074945883884
440,0.4786931948895257
441,0.4756084721558837
442,0.4786931948895257
443,0.3874022653242902
444,0.3874022653242902
445,0.3874022653242902
446,0.3874022653242902
447,0.3874022653242902
448,0.47849242847179935
449,0.4754078196475778
450,0.47849242847179935
451,0.3872113476793329
452,0.3872113476793329
453,0.3872113476793329
454,0.3872113476793329
455,0.3872113476793329
456,0.48022775147091784
